product_name @ itemcode @ features @ price @ link
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ MAXTOR STSHX-M500TCBM M3 PORTABLE 500GB USB3.0@PER.302801@Χαρακτηριστικά: USB3.0 •  PORTABLE •  2.5''@42.90€@https://www.e-shop.gr/exoterikos-skliros-maxtor-stshx-m500tcbm-m3-portable-500gb-usb30-p-PER.302801
INTENSO 6021530 500GB MEMORY CASE 2.5'' USB 3.0 BLACK@PER.340283@Χαρακτηριστικά: USB3.0 • 2.5'' • PORTABLE@53.57 43.90€@https://www.e-shop.gr/intenso-6021530-500gb-memory-case-25-usb-30-black-p-PER.340283
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ INTENSO 3823430 128GB PREMIUM EDITION SSD ANTHRACITE@PER.340498@Χαρακτηριστικά: 1.8' • USB3.0@64.90 45.00€@https://www.e-shop.gr/exoterikos-skliros-intenso-3823430-128gb-premium-edition-ssd-anthracite-p-PER.340498
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ MAXTOR STSHX-M101TCBM M3 PORTABLE 1TB USB3.0@PER.302802@Χαρακτηριστικά: 2.5'' •  USB3@48.00 46.90€@https://www.e-shop.gr/exoterikos-skliros-maxtor-stshx-m101tcbm-m3-portable-1tb-usb30-p-PER.302802
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ WESTERN DIGITAL WDBUZG5000ABK ELEMENTS SE PORTABLE 500GB USB3.0 BLACK@PER.304712@Χαρακτηριστικά: 500GB  •  2.5''  •  USB3.0  •  PORTABLE@59.90 47.20€@https://www.e-shop.gr/exoterikos-skliros-western-digital-wdbuzg5000abk-elements-se-portable-500gb-usb30-black-p-PER.304712
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ SEAGATE STEA1000400 EXPANSION PORTABLE 1TB@PER.302145@Χαρακτηριστικά:  •  2.5'' •  USB3@65.90 49.90€@https://www.e-shop.gr/exoterikos-skliros-seagate-stea1000400-expansion-portable-1tb-p-PER.302145
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ TOSHIBA HDTB305EK3AA CANVIO BASICS 500GB 2.5'' USB3.0 BLACK@PER.333702@Χαρακτηριστικά:  • USB3.0 • 2.5'' • PORTABLE@50.62 49.90€@https://www.e-shop.gr/exoterikos-skliros-toshiba-hdtb305ek3aa-canvio-basics-500gb-25-usb30-black-p-PER.333702
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ TOSHIBA HDTC910YK3AA 1TB 2.5'' USB 3.0 BLACK@PER.333825@@54.90 50.90€@https://www.e-shop.gr/exoterikos-skliros-toshiba-hdtc910yk3aa-1tb-25-usb-30-black-p-PER.333825
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ ADATA HV620S 1TB USB 3.1 BLACK COLOR BOX@PER.331463@Χαρακτηριστικά: 1TB • USB3.1@79.90 52.90€@https://www.e-shop.gr/exoterikos-skliros-adata-hv620s-1tb-usb-31-black-color-box-p-PER.331463
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ ADATA HV300 1TB USB 3.1 BLACK COLOR BOX@PER.331470@Χαρακτηριστικά: 2.5 ΙΝΤΣΏΝ •  1 TB •   USB 3.1@59.90 52.90€@https://www.e-shop.gr/exoterikos-skliros-adata-hv300-1tb-usb-31-black-color-box-p-PER.331470
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ ADATA HV300 1TB USB 3.1 BLUE COLOR BOX@PER.331472@Χαρακτηριστικά: 2.5 ΙΝΤΣΏΝ •  1 TB •   USB 3.1@59.90 52.90€@https://www.e-shop.gr/exoterikos-skliros-adata-hv300-1tb-usb-31-blue-color-box-p-PER.331472
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ ADATA HV300 1TB USB 3.1 RED COLOR BOX@PER.331473@Χαρακτηριστικά: 2.5 ΙΝΤΣΏΝ •  1 TB •   USB 3.1@59.90 52.90€@https://www.e-shop.gr/exoterikos-skliros-adata-hv300-1tb-usb-31-red-color-box-p-PER.331473
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ SEAGATE STEA500400 EXPANSION PORTABLE 500GB@PER.302147@Χαρακτηριστικά: 2.5'' •  USB3@60.90 53.90€@https://www.e-shop.gr/exoterikos-skliros-seagate-stea500400-expansion-portable-500gb-p-PER.302147
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ WESTERN DIGITAL WDBUZG0010BBK ELEMENTS 1TB USB3.0 BLACK@PER.304710@Χαρακτηριστικά: USB3.0 • 2.5'' • PORTABLE@69.90 53.90€@https://www.e-shop.gr/exoterikos-skliros-western-digital-wdbuzg0010bbk-elements-1tb-usb30-black-p-PER.304710
ADATA DASHDRIVE DURABLE HD650 1TB USB3.0 RED@PER.331107@Χαρακτηριστικά: USB3.0 • 2.5'' • PORTABLE@75.50 53.90€@https://www.e-shop.gr/adata-dashdrive-durable-hd650-1tb-usb30-red-p-PER.331107
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ VERBATIM 53023 1TB STORE 'N' GO USB 3.0 PORTABLE HARD DRIVE BLACK@PER.345712@Χαρακτηριστικά: USB3.0 • 2.5'' • PORTABLE@64.90 53.90€@https://www.e-shop.gr/exoterikos-skliros-verbatim-53023-1tb-store-n-go-usb-30-portable-hard-drive-black-p-PER.345712
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ TOSHIBA HDTB410EK3AA CANVIO BASICS 1TB 2.5'' USB3.0 BLACK@PER.333803@ Μεταφέρετε γρήγορα αρχεία με το SuperSpeed USB 3.0 και αποθηκεύστε έως και 3 TB δεδομένων σε εξωτερικούς σκληρούς ...@59.00 54.90€@https://www.e-shop.gr/exoterikos-skliros-toshiba-hdtb410ek3aa-canvio-basics-1tb-25-usb30-black-p-PER.333803
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ VERBATIM 53194 STORE 'N' GO 1TB PORTABLE HARD DRIVE USB 3.0 BLACK@PER.340506@  Απολαύστε ταχύτητες μεταφοράς έως και 10 φορές πιο γρήγορα με το SuperSpeed USB 3.0! Ο φορητός σκληρός δίσκος ...@54.90€@https://www.e-shop.gr/exoterikos-skliros-verbatim-53194-store-n-go-1tb-portable-hard-drive-usb-30-black-p-PER.340506
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ SEAGATE STDR1000200 1TB BACKUP PLUS PORTABLE USB3.0 BLACK@PER.302056@Χαρακτηριστικά: USB3.0 • 2.5'' • PORTABLE@64.90 55.90€@https://www.e-shop.gr/exoterikos-skliros-seagate-stdr1000200-1tb-backup-plus-portable-usb30-black-p-PER.302056
ΕΞΩΤΕΡΙΚΟΣ ΣΚΛΗΡΟΣ WESTERN DIGITAL NEW! WDBYNN0010BBK MY PASSPORT 1TB USB3.0 BLACK@PER.304797@Χαρακτηριστικά: 2.5'' • USB3@77.90 58.90€@https://www.e-shop.gr/exoterikos-skliros-western-digital-new-wdbynn0010bbk-my-passport-1tb-usb30-black-p-PER.304797
