product_name @ features @ price @ link
Laptop Quest Slimbook C@14.1"-x5Z8350-2GB-32GB-HD-GreyQUEST@149,00@https://www.public.gr/product/computers-and-software/laptops/laptop-quest-slimbook-c-141-x5z83502gb32gbhd-grey/prod8711073pp/
Laptop Quest Combo 2in1@11.6"-Z8350-2GB-32GB-HD400-V113BKQUEST@178,99@https://www.public.gr/product/computers-and-software/laptops/laptop-quest-combo-2in1-116-z83502gb32gbhd400-v113bk/prod8650373pp/
Laptop Quest Slimbook Plus@14.1"-x5Z8350-4GB-32GB-HD-GreyQUEST@178,99@https://www.public.gr/product/computers-and-software/laptops/laptop-quest-slimbook-plus-141-x5z83504gb32gbhd-grey/prod8690726pp/
Laptop Quest Slimbook@13.3"-N3350-2GB-32GB-HD-QK131GLQUEST@219,00@https://www.public.gr/product/computers-and-software/laptops/laptop-quest-slimbook-133-n33502gb32gbhd-qk131gl/prod8612397pp/
Laptop Quest Superbook@141''Silver-N3350-4GB-32GBeMMC-FHD-GT...QUEST@219,00@https://www.public.gr/product/computers-and-software/laptops/laptop-quest-superbook-141-silver-n33504gb32gb-emmcfhd-gtn1410/prod9510524pp/
Laptop Asus@14"-E26110-4GB-64GB-RadeonR2-E402WAGA007TASUSTEK@239,00@https://www.public.gr/product/computers-and-software/laptops/laptop-asus-14-e261104gb64gbradeon-r2-e402waga007t/prod8801968pp/
Laptop Asus VivoBook@14"-N3350-4GB-32GB-HD-E403NA-FA024TASUSTEK@249,00@https://www.public.gr/product/computers-and-software/laptops/laptop-asus-vivobook-14-n33504gb32gbhd-e403na-fa024t/prod9223203pp/
Laptop Asus VivoBook Flip@11.6"-N3350-4GB-32GB-HD-TP202NA-EH001...ASUSTEK@249,00@https://www.public.gr/product/computers-and-software/laptops/laptop-asus-vivobook-flip-116-n33504gb32gbhd-tp202na-eh001t/prod9223206pp/
Laptop HP Stream 14ax000nv@14"-N3060-2GB-32GB-HD400-ΓαλάζιοHP@268,99@https://www.public.gr/product/computers-and-software/laptops/laptop-hp-stream-14ax000nv-14-n30602gb32gbhd400-galazio/prod8242512pp/
Laptop Lenovo IdeaPad @15.6"-N3350-4GB-500GB-UMA-320-15IAPLENOVO@268,99@https://www.public.gr/product/computers-and-software/laptops/laptop-lenovo-ideapad-156-n33504gb500gbuma-320-15iap/prod9482678pp/
Laptop HP Stream 14ax000nv@14"-N3060-2GB-32GB-HD400-HP@268,99@https://www.public.gr/product/computers-and-software/laptops/laptop-hp-stream-14ax000nv-14-n30602gb32gb-hd400/prod8242513pp/
Laptop Lenovo IdeaPad@14"-N3350-4GB-64GB-IntelHD-120S-14IAPLENOVO@268,99@https://www.public.gr/product/computers-and-software/laptops/laptop-lenovo-ideapad-14-n33504gb64gbintel-hd-120s-14iap/prod9276779pp/
Laptop Asus@10.1"-x5Z8350-2GB-32GB-HD-T101HAGR001TASUSTEK@268,99@https://www.public.gr/product/computers-and-software/laptops/laptop-asus-101-x5z83502gb32gbhd-t101hagr001t/prod8686000pp/
